geoid,county_name,in_brightline_corridor,in_comparison_pool,treated_brightline,donor_pool,dist_to_nearest_station_mile,nearest_station,nearest_opened_year,exposure_0_0_5,exposure_0_5_1,exposure_1_2,exposure_2_3
12031013200,Duval,False,True,0,1,126.71071705670182,Orlando,2023.0,0.0,0.0,0.0,0.0
12031011600,Duval,False,True,0,1,137.23783088699352,Orlando,2023.0,0.0,0.0,0.0,0.0
12031012000,Duval,False,True,0,1,133.67311090039183,Orlando,2023.0,0.0,0.0,0.0,0.0
12031014500,Duval,False,True,0,1,131.35459765563152,Orlando,2023.0,0.0,0.0,0.0,0.0
12073000400,Leon,False,True,0,1,226.8086963640452,Orlando,2023.0,0.0,0.0,0.0,0.0
12073001500,Leon,False,True,0,1,229.36940018674798,Orlando,2023.0,0.0,0.0,0.0,0.0
12001000400,Alachua,False,True,0,1,106.21596552382888,Orlando,2023.0,0.0,0.0,0.0,0.0
12071050205,Lee,False,True,0,1,107.33026311250325,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12071010203,Lee,False,True,0,1,116.23503334419608,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12071010303,Lee,False,True,0,1,116.55028014469747,Boca Raton,2022.0,0.0,0.0,0.0,0.0
12071080300,Lee,False,True,0,1,111.95259107817584,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12071040301,Lee,False,True,0,1,101.00125607064189,Boca Raton,2022.0,0.0,0.0,0.0,0.0
12071020501,Lee,False,True,0,1,112.45416919770672,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12095014601,Orange,True,False,0,0,11.947710397512372,Orlando,2023.0,0.0,0.0,0.0,0.0
12095017807,Orange,True,False,0,0,21.120596813224672,Orlando,2023.0,0.0,0.0,0.0,0.0
12095014702,Orange,True,False,0,0,12.825130000840161,Orlando,2023.0,0.0,0.0,0.0,0.0
12095014400,Orange,True,False,0,0,7.9808263061946345,Orlando,2023.0,0.0,0.0,0.0,0.0
12095016302,Orange,True,False,0,0,13.397101239081971,Orlando,2023.0,0.0,0.0,0.0,0.0
12095012305,Orange,True,False,0,0,16.12156844777954,Orlando,2023.0,0.0,0.0,0.0,0.0
12095013802,Orange,True,False,0,0,6.902500901537524,Orlando,2023.0,0.0,0.0,0.0,0.0
12095016717,Orange,True,False,0,0,8.615339829195607,Orlando,2023.0,0.0,0.0,0.0,0.0
12021010420,Collier,False,True,0,1,97.0774776323341,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011050100,Broward,True,False,0,0,5.451123418188635,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011060111,Broward,True,False,0,0,10.041904846380419,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011040802,Broward,True,False,0,0,1.710203762747258,Fort Lauderdale,2018.0,0.0,0.0,0.8955200884359088,0.10447991156408469
12011091100,Broward,True,False,0,0,5.44451947392828,Aventura,2022.0,0.0,0.0,0.0,0.0
12011060109,Broward,True,False,0,0,6.581295754092617,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011060302,Broward,True,False,0,0,5.451253687493709,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011110319,Broward,True,False,0,0,7.91156556671874,Aventura,2022.0,0.0,0.0,0.0,0.0
12011020311,Broward,True,False,0,0,11.739600536943007,Boca Raton,2022.0,0.0,0.0,0.0,0.0
12011091202,Broward,True,False,0,0,5.9749159709884525,Aventura,2022.0,0.0,0.0,0.0,0.0
12011020405,Broward,True,False,0,0,6.937859037717385,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011010102,Broward,True,False,0,0,3.826277081752614,Boca Raton,2022.0,0.0,0.0,0.0,0.0
12057002200,Hillsborough,False,True,0,1,75.71848375796495,Orlando,2023.0,0.0,0.0,0.0,0.0
12057003300,Hillsborough,False,True,0,1,75.32816408997242,Orlando,2023.0,0.0,0.0,0.0,0.0
12057006200,Hillsborough,False,True,0,1,80.26115880483312,Orlando,2023.0,0.0,0.0,0.0,0.0
12057011103,Hillsborough,False,True,0,1,73.16615083093478,Orlando,2023.0,0.0,0.0,0.0,0.0
12057011414,Hillsborough,False,True,0,1,80.0570876559838,Orlando,2023.0,0.0,0.0,0.0,0.0
12057001400,Hillsborough,False,True,0,1,76.50500520068766,Orlando,2023.0,0.0,0.0,0.0,0.0
12057012301,Hillsborough,False,True,0,1,68.25100123891087,Orlando,2023.0,0.0,0.0,0.0,0.0
12057013305,Hillsborough,False,True,0,1,67.64209421614285,Orlando,2023.0,0.0,0.0,0.0,0.0
12057013206,Hillsborough,False,True,0,1,66.58917354516026,Orlando,2023.0,0.0,0.0,0.0,0.0
12086002900,Other,False,False,0,0,1.7671751848098927,MiamiCentral,2018.0,0.0,0.0,0.7971663888250257,0.20283361117497442
12086009020,Other,False,False,0,0,10.943094381423707,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086016100,Other,False,False,0,0,14.97542242734637,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086013000,Other,False,False,0,0,11.46601030815961,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086002404,Other,False,False,0,0,2.750573882329643,MiamiCentral,2018.0,0.0,0.0,0.0,0.9054251567682516
12086005410,Other,False,False,0,0,2.1129376327168305,MiamiCentral,2018.0,0.0,0.0,0.251176944932083,0.7488230550679285
12086002800,Other,False,False,0,0,1.3899240252565552,MiamiCentral,2018.0,0.0,0.0,0.9999999999999999,0.0
12086019100,Other,False,False,0,0,14.216326428733206,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086009906,Other,False,False,0,0,4.068494313670543,Aventura,2022.0,0.0,0.0,0.0,0.0
12086007601,Other,False,False,0,0,6.950805706232605,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086004204,Other,False,False,0,0,3.616040776256342,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086003912,Other,False,False,0,0,6.363192091322956,Aventura,2022.0,0.0,0.0,0.0,0.0
12086001005,Other,False,False,0,0,5.553540789526715,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086000307,Other,False,False,0,0,5.703506077785774,Aventura,2022.0,0.0,0.0,0.0,0.0
12115001804,Sarasota,False,True,0,1,107.49773034894902,Orlando,2023.0,0.0,0.0,0.0,0.0
12115002605,Sarasota,False,True,0,1,118.95244319513922,Orlando,2023.0,0.0,0.0,0.0,0.0
12115001702,Sarasota,False,True,0,1,106.22970046465066,Orlando,2023.0,0.0,0.0,0.0,0.0
12073000903,Leon,False,True,0,1,225.74882902116823,Orlando,2023.0,0.0,0.0,0.0,0.0
12073002509,Leon,False,True,0,1,223.83111699965247,Orlando,2023.0,0.0,0.0,0.0,0.0
12086006705,Other,False,False,0,0,1.7014277626703669,MiamiCentral,2018.0,0.0,0.0,1.0,0.0
12086003703,Other,False,False,0,0,0.6621882676527544,MiamiCentral,2018.0,0.025186592487288297,0.9748134075127591,0.0,0.0
12086000127,Other,False,False,0,0,1.7760083869775294,Aventura,2022.0,0.0,0.0,0.9659930013408781,0.03400699865911271
12086010609,Other,False,False,0,0,17.761562059335667,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086000140,Other,False,False,0,0,2.3212151258287284,Aventura,2022.0,0.0,0.0,0.0,0.9999999999999998
12086009806,Other,False,False,0,0,2.4020567926453253,Aventura,2022.0,0.0,0.0,0.0,1.0
12086013100,Other,False,False,0,0,12.247713661718798,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086004301,Other,False,False,0,0,3.328958283919672,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086006201,Other,False,False,0,0,4.463289408871913,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086008419,Other,False,False,0,0,11.964951576355995,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086014300,Other,False,False,0,0,13.013612358169324,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086018300,Other,False,False,0,0,17.07450831499147,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086003909,Other,False,False,0,0,6.619666963934481,Aventura,2022.0,0.0,0.0,0.0,0.0
12071010104,Lee,False,True,0,1,122.46348008997319,Orlando,2023.0,0.0,0.0,0.0,0.0
12071040310,Lee,False,True,0,1,97.05079179444799,Boca Raton,2022.0,0.0,0.0,0.0,0.0
12095013702,Orange,True,False,0,0,7.8838263867462,Orlando,2023.0,0.0,0.0,0.0,0.0
12095013406,Orange,True,False,0,0,8.009523694565182,Orlando,2023.0,0.0,0.0,0.0,0.0
12095017013,Orange,True,False,0,0,6.70037627080245,Orlando,2023.0,0.0,0.0,0.0,0.0
12031002501,Duval,False,True,0,1,133.57048950436155,Orlando,2023.0,0.0,0.0,0.0,0.0
12031014204,Duval,False,True,0,1,128.48179511421523,Orlando,2023.0,0.0,0.0,0.0,0.0
12031015502,Duval,False,True,0,1,132.7115459701223,Orlando,2023.0,0.0,0.0,0.0,0.0
12031016728,Duval,False,True,0,1,123.15039364087671,Orlando,2023.0,0.0,0.0,0.0,0.0
12057001001,Hillsborough,False,True,0,1,73.56638188823527,Orlando,2023.0,0.0,0.0,0.0,0.0
12057990000,Hillsborough,False,True,0,1,78.51552506788335,Orlando,2023.0,0.0,0.0,0.0,0.0
12057010502,Hillsborough,False,True,0,1,71.90434102007643,Orlando,2023.0,0.0,0.0,0.0,0.0
12057011520,Hillsborough,False,True,0,1,83.2745625359044,Orlando,2023.0,0.0,0.0,0.0,0.0
12057014014,Hillsborough,False,True,0,1,80.52511378300917,Orlando,2023.0,0.0,0.0,0.0,0.0
12057012504,Hillsborough,False,True,0,1,59.964501762508235,Orlando,2023.0,0.0,0.0,0.0,0.0
12057011510,Hillsborough,False,True,0,1,74.37893360435866,Orlando,2023.0,0.0,0.0,0.0,0.0
12057013804,Hillsborough,False,True,0,1,76.26567554013596,Orlando,2023.0,0.0,0.0,0.0,0.0
12011070318,Broward,True,False,0,0,15.946152599534933,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011091901,Broward,True,False,0,0,3.1805264720440816,Aventura,2022.0,0.0,0.0,0.0,0.30965339150031995
12011010901,Broward,True,False,0,0,5.063714958508246,Boca Raton,2022.0,0.0,0.0,0.0,0.0
12011020325,Broward,True,False,0,0,12.373997237698996,Boca Raton,2022.0,0.0,0.0,0.0,0.0
12011060125,Broward,True,False,0,0,7.248799464474892,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011090801,Broward,True,False,0,0,5.871565017989453,Aventura,2022.0,0.0,0.0,0.0,0.0
12011043302,Broward,True,False,0,0,2.2104148801995933,Fort Lauderdale,2018.0,0.0,0.0,0.30274823332804535,0.6891777601817174
12011060123,Broward,True,False,0,0,6.891261763640769,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011020415,Broward,True,False,0,0,10.277695967484528,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011040204,Broward,True,False,0,0,6.033340337183376,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011041000,Broward,True,False,0,0,2.453756777139988,Fort Lauderdale,2018.0,0.0,0.0,0.0974011866587295,0.8675870863894558
12099000803,Palm Beach,True,False,0,0,8.862458355007204,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12099001910,Palm Beach,True,False,0,0,4.207512450239722,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12099003101,Palm Beach,True,False,0,0,5.203718332328599,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12099004203,Palm Beach,True,False,0,0,5.305007062928563,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12099005602,Palm Beach,True,False,0,0,10.190567425129645,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12099007730,Palm Beach,True,False,0,0,8.664545873762835,Boca Raton,2022.0,0.0,0.0,0.0,0.0
12099007743,Palm Beach,True,False,0,0,7.281314215232925,Boca Raton,2022.0,0.0,0.0,0.0,0.0
12099007834,Palm Beach,True,False,0,0,12.320783146775533,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12099005815,Palm Beach,True,False,0,0,9.702376042667089,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12099005939,Palm Beach,True,False,0,0,7.680529089496365,Boca Raton,2022.0,0.0,0.0,0.0,0.0
12099000211,Palm Beach,True,False,0,0,17.501791650860945,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12099001909,Palm Beach,True,False,0,0,3.677542863892618,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12099004818,Palm Beach,True,False,0,0,8.836254396385469,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12099006005,Palm Beach,True,False,0,0,10.629176889255024,Boca Raton,2022.0,0.0,0.0,0.0,0.0
12099007604,Palm Beach,True,False,0,0,1.5051624106724266,Boca Raton,2022.0,0.0,0.08507900327120443,0.776290664710038,0.13863033201875677
12021010110,Collier,False,True,0,1,103.59861874260378,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12021010109,Collier,False,True,0,1,103.4978820373934,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12099000213,Palm Beach,True,False,0,0,15.539077967618944,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12099000405,Palm Beach,True,False,0,0,13.291213535046186,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12001110800,Alachua,False,True,0,1,103.85935938600674,Orlando,2023.0,0.0,0.0,0.0,0.0
12001002218,Alachua,False,True,0,1,107.98817956690581,Orlando,2023.0,0.0,0.0,0.0,0.0
12031015927,Duval,False,True,0,1,129.4996770300536,Orlando,2023.0,0.0,0.0,0.0,0.0
12031016102,Duval,False,True,0,1,130.28662357769744,Orlando,2023.0,0.0,0.0,0.0,0.0
12031014420,Duval,False,True,0,1,128.10918551529048,Orlando,2023.0,0.0,0.0,0.0,0.0
12031013524,Duval,False,True,0,1,126.01241992284906,Orlando,2023.0,0.0,0.0,0.0,0.0
12031013526,Duval,False,True,0,1,126.89112411126739,Orlando,2023.0,0.0,0.0,0.0,0.0
12031010204,Duval,False,True,0,1,143.6754157268024,Orlando,2023.0,0.0,0.0,0.0,0.0
12031016730,Duval,False,True,0,1,124.39008429921165,Orlando,2023.0,0.0,0.0,0.0,0.0
12031015803,Duval,False,True,0,1,131.6715598043524,Orlando,2023.0,0.0,0.0,0.0,0.0
12021011110,Collier,False,True,0,1,94.73947742961748,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12021011207,Collier,False,True,0,1,98.76087042579414,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12021011210,Collier,False,True,0,1,94.39982745140709,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12021010515,Collier,False,True,0,1,97.7225166432652,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12021010112,Collier,False,True,0,1,103.26744474916102,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12021011305,Collier,False,True,0,1,83.12679675313659,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12057011616,Hillsborough,False,True,0,1,83.12927963061756,Orlando,2023.0,0.0,0.0,0.0,0.0
12057011910,Hillsborough,False,True,0,1,77.15675335545608,Orlando,2023.0,0.0,0.0,0.0,0.0
12057011716,Hillsborough,False,True,0,1,81.25645967356546,Orlando,2023.0,0.0,0.0,0.0,0.0
12057010216,Hillsborough,False,True,0,1,64.94409567981212,Orlando,2023.0,0.0,0.0,0.0,0.0
12057013924,Hillsborough,False,True,0,1,73.51644469207734,Orlando,2023.0,0.0,0.0,0.0,0.0
12001001522,Alachua,False,True,0,1,106.33025759084886,Orlando,2023.0,0.0,0.0,0.0,0.0
12011110344,Broward,True,False,0,0,10.872461238594791,Aventura,2022.0,0.0,0.0,0.0,0.0
12011090304,Broward,True,False,0,0,4.706816891943623,Aventura,2022.0,0.0,0.0,0.0,0.0
12011100302,Broward,True,False,0,0,1.4886230153125415,Aventura,2022.0,0.0,0.0,1.0,0.0
12011110346,Broward,True,False,0,0,9.860067645736711,Aventura,2022.0,0.0,0.0,0.0,0.0
12011110365,Broward,True,False,0,0,9.98231926928698,Aventura,2022.0,0.0,0.0,0.0,0.0
12011091904,Broward,True,False,0,0,2.8807574041859176,Aventura,2022.0,0.0,0.0,0.0,0.7264865963336365
12073000906,Leon,False,True,0,1,226.6448899088759,Orlando,2023.0,0.0,0.0,0.0,0.0
12073002420,Leon,False,True,0,1,227.27916759863547,Orlando,2023.0,0.0,0.0,0.0,0.0
12086003006,Other,False,False,0,0,2.090442329485705,MiamiCentral,2018.0,0.0,0.0,0.30022135064272126,0.6997786493572743
12086012302,Other,False,False,0,0,11.313442744579335,Aventura,2022.0,0.0,0.0,0.0,0.0
12086009058,Other,False,False,0,0,10.412367058935548,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086008911,Other,False,False,0,0,8.455563047140409,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086008910,Other,False,False,0,0,8.384714046305518,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086009321,Other,False,False,0,0,9.708837343518635,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086009049,Other,False,False,0,0,12.138169262019927,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086005004,Other,False,False,0,0,3.2558241608791048,MiamiCentral,2018.0,0.0,0.0,0.0,0.22763498499036286
12086005707,Other,False,False,0,0,5.581776395199714,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086010806,Other,False,False,0,0,23.31444451352709,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086010621,Other,False,False,0,0,19.42071914400856,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086008314,Other,False,False,0,0,15.638829833639512,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086008603,Other,False,False,0,0,12.049674210591558,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086009327,Other,False,False,0,0,9.480999619331039,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086008311,Other,False,False,0,0,15.022405087157138,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086010619,Other,False,False,0,0,16.71999949949283,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086001207,Other,False,False,0,0,5.591494799837362,Aventura,2022.0,0.0,0.0,0.0,0.0
12086006604,Other,False,False,0,0,1.134142535466814,MiamiCentral,2018.0,0.0,0.11881667304281447,0.8811833269573152,0.0
12086009506,Other,False,False,0,0,4.244173617433232,Aventura,2022.0,0.0,0.0,0.0,0.0
12086006716,Other,False,False,0,0,1.3579825258117273,MiamiCentral,2018.0,0.0,0.0,1.0,0.0
12086000904,Other,False,False,0,0,6.072803472611484,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086000907,Other,False,False,0,0,6.887380480213169,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086010021,Other,False,False,0,0,7.4923601687790935,Aventura,2022.0,0.0,0.0,0.0,0.0
12086010025,Other,False,False,0,0,6.640348636196943,Aventura,2022.0,0.0,0.0,0.0,0.0
12086009324,Other,False,False,0,0,10.41184229081661,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086012103,Other,False,False,0,0,10.748895170636349,Aventura,2022.0,0.0,0.0,0.0,0.0
12086008808,Other,False,False,0,0,10.647293290091568,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086009318,Other,False,False,0,0,10.82396926844701,Aventura,2022.0,0.0,0.0,0.0,0.0
12071010112,Lee,False,True,0,1,115.68924362917342,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12071050317,Lee,False,True,0,1,103.85524352267134,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12071010107,Lee,False,True,0,1,120.42385716063217,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12071040128,Lee,False,True,0,1,105.5723007787726,Boca Raton,2022.0,0.0,0.0,0.0,0.0
12071001001,Lee,False,True,0,1,112.1875786137222,Boca Raton,2022.0,0.0,0.0,0.0,0.0
12071001710,Lee,False,True,0,1,112.41555625601738,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12071001919,Lee,False,True,0,1,112.85197233058535,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12115000104,Sarasota,False,True,0,1,106.18221387835801,Orlando,2023.0,0.0,0.0,0.0,0.0
12115001510,Sarasota,False,True,0,1,104.55234571704031,Orlando,2023.0,0.0,0.0,0.0,0.0
12115002011,Sarasota,False,True,0,1,109.12605652503261,Orlando,2023.0,0.0,0.0,0.0,0.0
12115002748,Sarasota,False,True,0,1,104.52025444784748,Orlando,2023.0,0.0,0.0,0.0,0.0
12095016811,Orange,True,False,0,0,3.983064508629086,Orlando,2023.0,0.0,0.0,0.0,0.0014470196112645363
12095016741,Orange,True,False,0,0,11.733701092911389,Orlando,2023.0,0.0,0.0,0.0,0.0
12095018203,Orange,True,False,0,0,10.820312814986805,Orlando,2023.0,0.0,0.0,0.0,0.0
12099005413,Palm Beach,True,False,0,0,7.467725106794486,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12099001918,Palm Beach,True,False,0,0,3.1916024090079245,West Palm Beach,2018.0,0.0,0.0,0.0,0.2306340848365752
12099004822,Palm Beach,True,False,0,0,9.527876818995482,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12099002702,Palm Beach,True,False,0,0,1.0021057214687212,West Palm Beach,2018.0,0.012184764681521994,0.47038000144368736,0.5174352338748016,0.0
12099007746,Palm Beach,True,False,0,0,6.225060501100139,Boca Raton,2022.0,0.0,0.0,0.0,0.0
12099007851,Palm Beach,True,False,0,0,14.279205514158251,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12095017811,Orange,True,False,0,0,25.627224738045296,Orlando,2023.0,0.0,0.0,0.0,0.0
12095016742,Orange,True,False,0,0,12.221004936160073,Orlando,2023.0,0.0,0.0,0.0,0.0
12086002709,Other,False,False,0,0,1.190712176716295,MiamiCentral,2018.0,0.0,0.020100428673299198,0.9798995713266968,0.0
12099007780,Palm Beach,True,False,0,0,14.205808028590985,West Palm Beach,2018.0,0.0,0.0,0.0,0.0
12031014101,Duval,False,True,0,1,130.2772655730544,Orlando,2023.0,0.0,0.0,0.0,0.0
12031013902,Duval,False,True,0,1,132.62666407738004,Orlando,2023.0,0.0,0.0,0.0,0.0
12031002701,Duval,False,True,0,1,135.5647416719115,Orlando,2023.0,0.0,0.0,0.0,0.0
12031002902,Duval,False,True,0,1,135.43646625337385,Orlando,2023.0,0.0,0.0,0.0,0.0
12031010800,Duval,False,True,0,1,140.12226493842527,Orlando,2023.0,0.0,0.0,0.0,0.0
12031011400,Duval,False,True,0,1,137.97627111338517,Orlando,2023.0,0.0,0.0,0.0,0.0
12031012400,Duval,False,True,0,1,131.04798378829258,Orlando,2023.0,0.0,0.0,0.0,0.0
12031016804,Duval,False,True,0,1,121.99025079433751,Orlando,2023.0,0.0,0.0,0.0,0.0
12031014800,Duval,False,True,0,1,135.57195804291166,Orlando,2023.0,0.0,0.0,0.0,0.0
12031015922,Duval,False,True,0,1,124.71191583579245,Orlando,2023.0,0.0,0.0,0.0,0.0
12073000302,Leon,False,True,0,1,225.1949272733131,Orlando,2023.0,0.0,0.0,0.0,0.0
12073000700,Leon,False,True,0,1,228.01720418429423,Orlando,2023.0,0.0,0.0,0.0,0.0
12073002103,Leon,False,True,0,1,229.64358983815671,Orlando,2023.0,0.0,0.0,0.0,0.0
12073000303,Leon,False,True,0,1,224.4514186555404,Orlando,2023.0,0.0,0.0,0.0,0.0
12001001701,Alachua,False,True,0,1,110.227863103102,Orlando,2023.0,0.0,0.0,0.0,0.0
12001001000,Alachua,False,True,0,1,106.85228343681382,Orlando,2023.0,0.0,0.0,0.0,0.0
12001002207,Alachua,False,True,0,1,108.85163981923523,Orlando,2023.0,0.0,0.0,0.0,0.0
12021011204,Collier,False,True,0,1,82.61775779729744,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12021010601,Collier,False,True,0,1,100.9929715275332,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12021010416,Collier,False,True,0,1,97.37346193962996,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011042900,Broward,True,False,0,0,3.0495079672123455,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.4321977598530942
12011060501,Broward,True,False,0,0,6.3318351612782875,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011020312,Broward,True,False,0,0,13.256253511188596,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011020314,Broward,True,False,0,0,11.990408337052909,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011060118,Broward,True,False,0,0,10.455014083119442,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011041300,Broward,True,False,0,0,2.8583353800780893,Fort Lauderdale,2018.0,0.0,0.0,0.0023797945007060345,0.5721928073705363
12011080500,Broward,True,False,0,0,5.492409442443739,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011070405,Broward,True,False,0,0,11.146866491308318,Aventura,2022.0,0.0,0.0,0.0,0.0
12011060122,Broward,True,False,0,0,10.89262425587445,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011110313,Broward,True,False,0,0,7.123416809799861,Aventura,2022.0,0.0,0.0,0.0,0.0
12011020406,Broward,True,False,0,0,9.069594818073577,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011041500,Broward,True,False,1,0,0.9278618908885288,Fort Lauderdale,2018.0,0.010147201814984772,0.5385572918095933,0.45129550637542915,0.0
12011060304,Broward,True,False,0,0,4.89964065829345,Fort Lauderdale,2018.0,0.0,0.0,0.0,0.0
12011010701,Broward,True,False,0,0,5.063465790443844,Boca Raton,2022.0,0.0,0.0,0.0,0.0
12057001500,Hillsborough,False,True,0,1,75.89797893299924,Orlando,2023.0,0.0,0.0,0.0,0.0
12057002400,Hillsborough,False,True,0,1,76.89624062996175,Orlando,2023.0,0.0,0.0,0.0,0.0
12057003200,Hillsborough,False,True,0,1,75.78638256378974,Orlando,2023.0,0.0,0.0,0.0,0.0
12057006801,Hillsborough,False,True,0,1,81.1800097261296,Orlando,2023.0,0.0,0.0,0.0,0.0
12057006300,Hillsborough,False,True,0,1,80.93925350449322,Orlando,2023.0,0.0,0.0,0.0,0.0
12057014106,Hillsborough,False,True,0,1,79.37834274692487,Orlando,2023.0,0.0,0.0,0.0,0.0
12057013313,Hillsborough,False,True,0,1,68.61808894584122,Orlando,2023.0,0.0,0.0,0.0,0.0
12057013314,Hillsborough,False,True,0,1,68.92461489659269,Orlando,2023.0,0.0,0.0,0.0,0.0
12057011612,Hillsborough,False,True,0,1,81.70324383937727,Orlando,2023.0,0.0,0.0,0.0,0.0
12057011603,Hillsborough,False,True,0,1,80.43396794023387,Orlando,2023.0,0.0,0.0,0.0,0.0
12057011204,Hillsborough,False,True,0,1,74.11267394363557,Orlando,2023.0,0.0,0.0,0.0,0.0
12057011007,Hillsborough,False,True,0,1,72.33377266064933,Orlando,2023.0,0.0,0.0,0.0,0.0
12057000500,Hillsborough,False,True,0,1,75.4374738725185,Orlando,2023.0,0.0,0.0,0.0,0.0
12057001600,Hillsborough,False,True,0,1,75.33694907915424,Orlando,2023.0,0.0,0.0,0.0,0.0
12086001803,Other,False,False,0,0,3.6638360679289024,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086005904,Other,False,False,0,0,6.501339164267907,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086015800,Other,False,False,0,0,13.525265518785732,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086017600,Other,False,False,0,0,16.195278508218106,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
12086020300,Other,False,False,0,0,16.715677383046916,MiamiCentral,2018.0,0.0,0.0,0.0,0.0
